title,paragraph,क्रिडा,क्रिकेट,आयपीएल,टी-20,फुटबॉल,कबड्डी,गुन्हा,खून,दरोडा,सायबर क्राइम, बलात्कार,राजकारण,भाजपा,शिवसेना,काँग्रेस,जागतिक राजकारण,खून,युक्रेन विरुद्ध रशिया युद्ध,आंदोलन,हवामान,पावसाळी,उन्हाळा,हिवाळा,मनोरंजन,"मराठी सिनेमा
",बॉलीवूड,हॉलीवूड,"सेलिब्रिटी ",टेलिव्हिजन,चित्रपट
"""भाजप नुपूर शर्माला परत आणणार, मुख्यमंत्रीपदाची दावेदार होऊ शकते"", ओवेसींचा आरोप "," हैदराबाद : ऑल इंडिया मजलिस-ए-इत्तेहादुल मुस्लिमीन (AIMIM) नेते असदुद्दीन ओवेसी यांनी पुन्हा एकदा नुपूर शर्माच्या अटकेची मागणी केली आहे. एएनआयच्या वृत्तानुसार, भाजप 6-7 महिन्यांत नुपूर शर्मा यांना परत आणेल आणि त्यांना एक मोठ्या नेत्या म्हणून समोर आणले जाईल. दिल्लीत त्यांना मुख्यमंत्रीपदाचे दावेदार बनवले जाऊ शकते, असे असदुद्दीन ओवेसी म्हणाले. दरम्यान, हैदराबादमध्ये युनायटेड अॅक्शन फोरमने आयोजित केलेल्या परिषदेत नुपूर शर्मा आणि नवीन जिंदाल यांच्यावर कारवाई होत नसल्याचा आरोप करत भाजपविरोधात निषेधाचा प्रस्तावही मंजूर करण्यात आला. यावेळी असदुद्दीन ओवेसी बोलत होते. ",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""अग्निपथ योजना, नोटाबंदीसारखा निर्णय; नो रँक, नो पेन्शन, ओन्ली टेन्शन..."", काँग्रेसचा मोदी सरकारवर हल्लाबोल"," नवी दिल्ली : लष्करातील भरतीबाबत अग्निपथ योजनेवरून (Agnipath Scheme) देशात गदारोळ सुरू आहे. केंद्र सरकारच्या सैन्य भरतीच्या अग्निपथ योजनेला देशातील अनेक राज्यांतून तीव्र विरोध होत आहे. देशाच्या अनेक भागात निदर्शने होत आहेत. दरम्यान, अग्निपथ योजनेबाबत काँग्रेसने पत्रकार परिषद घेतली.काँग्रेस नेते प्रमोद तिवारी (Pramod Tiwari), पवन खेरा (Pawan khera) आणि युवा नेता कन्हैया कुमार (Kanhaiya Kumar) यांनी सैन्य भरतीसाठीच्या अग्निपथ योजनेवर जोरदार टीका केली आहे. अग्निपथ योजना हा नोटाबंदीसारखा निर्णय आहे. विचार न करता धोरणे बनवून पंतप्रधान जनतेसोबत खेळत आहेत, असे काँग्रेसचे ज्येष्ठ नेते पवन खेरा म्हणाले. तसेच, अग्निपथ योजना तातडीने मागे घेण्याची मागणी त्यांनी केली.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""अग्निपथ योजना, नोटाबंदीसारखा निर्णय; नो रँक, नो पेन्शन, ओन्ली टेन्शन..."", काँग्रेसचा मोदी सरकारवर हल्लाबोल"," दुसरीकडे, काँग्रेसचे ज्येष्ठ नेते प्रमोद तिवारी यांनी अग्निपथ योजनेचे वर्णन ""नो रँक, नो पेन्शन, ओन्ली टेन्शन बिना डायरेक्शन"" असे केले आहे. तसेच, आर्थिक बचतीसाठी तरुणांना शहीद करणार का? असा सवाल त्यांनी केला. याशिवाय, आपला हक्क मागणाऱ्या तरुणांवर लाठीमार केला जात आहे. ही योजना मागे घ्या. अखेर, किती तरुणांच्या हौतात्म्यानंतर तुम्ही सहमत होणार? असाही सवाल प्रमोद तिवारी यांनी केला.याचबरोबर, बिहारमधील बेरोजगारीचा दर दुप्पट आहे. तरुणांकडून संधी हिसकावून घेतल्या जात आहेत, असे काँग्रेसचे युवा नेते कन्हैया कुमार म्हणाले. तसेच, केंद्र सरकारवर टीका करताना कन्हैया कुमार म्हणाले, पंतप्रधान आम्हा लोकांना पिंजऱ्यात ठेवलेले उंदीर समजतात. हा देश गांधींचा देश आहे. अग्निपथ योजनेच्या विरोधात लष्कर भरतीच्या आंदोलनाला काँग्रेस पाठिंबा देत असल्याचे ते म्हणाले. यासोबतच, कन्हैया कुमार यांनी तरुणांना हिंसा आणि जाळपोळ न करण्याचे आवाहनही केले आहे. तसेच, सरकारने ही योजना लवकरात लवकर मागे घेण्याची मागणी त्यांनी केली.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Agneepath: ‘अग्निपथ’वरून भडका! योजनेला विरोध; १३ राज्यांमध्ये पसरले लाेण, दोघांचा मृत्यू"," नवी दिल्ली : केंद्र सरकारच्या सैन्य भरतीच्या अग्निपथ योजनेला देशातील अनेक राज्यांतून तीव्र विरोध होत आहे. बिहारमध्ये संतप्त आंदोलकांनी तब्बल १२ रेल्वे जाळल्या आहेत. केंद्र सरकारच्या योजनेविरोधातील हे लोण आता १३ राज्यांत पसरले आहे. बिहारसह उत्तर प्रदेश, तेलंगणा, दिल्ली, राजस्थान, हरयाणा, जम्मू-काश्मीर, हिमाचल प्रदेश, पश्चिम बंगाल, उत्तराखंड, मध्य प्रदेश, ओडिशा या राज्यात आंदोलकांनी उग्र निदर्शने केली. यात बिहार व तेलंगणध्ये प्रत्येकी एक मिळून दोघांचा मृत्यू झाला.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Agneepath: ‘अग्निपथ’वरून भडका! योजनेला विरोध; १३ राज्यांमध्ये पसरले लाेण, दोघांचा मृत्यू"," आंदोलक रस्त्यावर उतरल्याने देशाच्या अनेक भागांत २०० रेल्वे रद्द केल्या. पूर्व मध्य रेल्वेच्या १६४, उत्तर पूर्व रेल्वेच्या ३४, उत्तर रेल्वेच्या १३ व पूर्वोत्तरच्या ३ रेल्वे रद्द केल्या आहेत. रेल्वे विभागाने दिलेल्या माहितीनुसार, पूर्व मध्य रेल्वेने ६४ रेल्वेंना मध्येच थांबविले आहे. बिहारमध्ये १२ जिल्ह्यात इंटरनेट सेवा बंद केली आहे. सैन्य भरतीच्या नव्या प्रक्रियेविरुद्ध रोजगार संघर्ष संयुक्त मोर्चा आणि सैन्य भरती जवान मोर्चा यांनी १८ जून रोजी बिहार बंदची हाक दिली आहे.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""गोडसे के वंशज...""; राहुल गांधींच्या ED चौकशीदरम्यान काँग्रेसची भाजपावर टीका", Rahul Gandhi ED Enquiry National Herald: काँग्रेस नेते राहुल गांधी नॅशनल हेरॉल्ड प्रकरणी आज सकाळी ईडीच्या (ED) कार्यालयात पहिल्या टप्प्याच्या चौकशीसाठी हजर झाले. यावेळी राहुल यांची सुरूवातीला तीन तास चौकशी झाली. राहुल गांधी यांना लंच टाईमला बाहेर सोडण्यात आले होते. या काळात राहुल यांनी हॉस्पिटलमध्ये असलेल्या सोनिया गांधी यांची भेट घेतली आणि त्यानंतर पुन्हा ते ईडीच्या कार्यालयात दाखल झाले. त्यानंतर त्यांची पुन्हा चौकशी करण्यात आली. या दरम्यान ही कारवाई सुडबुद्धीने केली जात असल्याचा आरोप काँग्रेस समर्थकांकडून करण्यात आला. तशातच काँग्रेसचे प्रवक्ते आणि नवनिर्वाचित खासदार रणदीप सुरजेवाला यांनी केंद्र सरकारवर टीकास्त्र सोडलं,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""गोडसे के वंशज...""; राहुल गांधींच्या ED चौकशीदरम्यान काँग्रेसची भाजपावर टीका"," काँग्रेसचे वरच्या फळीतील नेते राहुल गांधी यांना ED कार्यालयात चौकशीला बोलावल्यामुळे देशभरातून ठिकठिकाणी आंदोलन करण्यात आले. आंदोलने करणाऱ्या काँग्रेस कार्यकर्ते आणि नेत्यांना पोलिसांनी ताब्यात घेतले. या दरम्यान, रणदीप सुरजेवाला यांनी ट्वीट करत भाजपा आणि केंद्र सरकार यांचा 'गोडसे के वंशज' असा उल्लेख केला. (नथुराम) गोडसेचे वंशज गांधींना तेव्हाही वाकवू शकले नव्हते, आणि आताही झुकवू शकणार नाहीत, अशी टीका त्यांनी केली. तसेच त्यांनी आणखी एक ट्वीटदेखील केले.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"राहुल गांधी ईडीच्या कार्यालयातून तीन तासांनी निघाले, पुन्हा आले; चौकशी सुरु", नॅशनल हेरॉल्ड प्रकरणी आज काँग्रेस नेते राहुल गांधी आज सकाळी अकराच्या सुमारास ईडीच्या कार्यालयात हजर झाले. यावेळी राहुल यांची तीन तास चौकशी झाली. राहुल गांधी यांना लंच टाईमला बाहेर सोडण्यात आले होते. या काळात राहुल यांनी हॉस्पिटलमध्ये असलेल्या सोनिया गांधी यांची भेट घेतली आणि त्यानंतर पुन्हा ते ईडीच्या कार्यालयात दाखल झाले. देशभरातून ठिकठिकाणी आंदोलन करणाऱ्या काँग्रेस कार्यकर्ते आणि नेत्यांना पोलिसांनी ताब्यात घेतले आहे. गंगाराम हॉस्पिटलमध्ये सोनिया गांधी यांना दाखल करण्यात आले आहे. कोरोनाची लागण झाल्याने नंतरच्या उपचारासाठी त्यांना हॉस्पिटलमध्ये दाखल करण्यात आले आहे. सध्या त्य़ांची प्रकृती स्थिर असून आणखी काही दिवस त्यांना डॉक्टरांच्या निरीक्षणाखाली ठेवण्यात येणार आहे.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"राहुल गांधी ईडीच्या कार्यालयातून तीन तासांनी निघाले, पुन्हा आले; चौकशी सुरु", नॅशनल हेराल्ड प्रकरणात एजन्सीसमोर हजर राहण्यासाठी राहुल गांधी यांच्यासह शेकडो पक्ष कार्यकर्त्यांनी अंमलबजावणी संचालनालयाच्या कार्यालयावर मोर्चा काढला. नागपुरात काँग्रेस कार्यकर्ते ईडी कार्यालयावर धडकल्याने वातावरण चांगलेच तापले. कार्यकर्त्यांनी केंद्र सरकारविरोधात जोरदार घोषणाबाजी केली. पोलिसांनी मंत्री विजय वडेट्टीवार यांना ताब्यात घेतले असून आमदार अभिजित वंजारी गिरीश पांडव यांचाही समावेश असल्याची माहिती आहे. ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"राहुल गांधी ईडीच्या कार्यालयातून तीन तासांनी निघाले, पुन्हा आले; चौकशी सुरु"," १९४७ मध्ये भारताला स्वातंत्र्य मिळाले तेव्हा नेहरुंनी पंतप्रधान म्हणून जबाबदारी स्विकारली आणि वृत्तपत्र मंडळाच्या अध्यक्षपदाचा राजीनामा दिला. पण वृत्तपत्राची विचारधारा घडवण्यात काँग्रेस पक्षाचा मोठा वाटा राहिला. नॅशनल हेराल्ड हे देशातील आघाडीचे इंग्रजी वृत्तपत्र बनले. काँग्रेस पक्षाकडून वृत्तपत्राला आर्थिक मदत सुरुच होती. पण २००८ मध्ये वृत्तपत्राने आर्थिक कारणास्तव कामकाज बंद केले. त्याचे डिजिटल प्रकाशन २०१६ मध्ये सुरू झाले. गांधी कुटुंबाविरुद्धचा खटला भाजप नेते सुब्रमण्यम स्वामी यांनी २०१२ मध्ये ट्रायल कोर्टात आणला होता. स्वामींनी आरोप केला की, एजीएलचा पैसा गांधी कुटुंबाने काँग्रेस पक्षाचा निधी म्हणून वापरला आणि AJL ताब्यात घेऊन २० अब्ज रुपयांची संपत्ती मिळवली. २००८ मध्ये नॅशनल हेराल्ड बंद झाले तेव्हा काँग्रेस AJL चे मालक होते आणि यावर ९०० दशलक्ष रुपये कर्ज होते. ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"देशभरातून विरोधनानंतर आता नुपूर शर्मांच्या समर्थनार्थ मोर्चा, या शहरामध्ये रस्त्यावर उतरले शेकडो लोक ","भाजपाच्या निलंबित नेत्या नुपूर शर्मा यांच्या मोहम्मद पैंगंबरांवरील विधानाविरोधात काल देशभरात मुस्लिम बांधवांनी तीव्र आंदोलन केले होते. दरम्यान, या आंदोनानंतर आज नुपूर शर्मांच्या समर्थनार्थ अहमदाबादमधील सरखेज गांधीनगर महामार्गावर शेकडो लोकांनी जमा झाले.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"देशभरातून विरोधनानंतर आता नुपूर शर्मांच्या समर्थनार्थ मोर्चा, या शहरामध्ये रस्त्यावर उतरले शेकडो लोक "," अहमदाबाद - भाजपाच्या निलंबित नेत्या नुपूर शर्मा यांच्या मोहम्मद पैंगंबरांवरील विधानाविरोधात काल देशभरात मुस्लिम बांधवांनी तीव्र आंदोलन केले होते. दरम्यान, या आंदोनानंतर आज नुपूर शर्मांच्या समर्थनार्थ अहमदाबादमधील सरखेज गांधीनगर महामार्गावर शेकडो लोकांनी जमा झाले. त्यांनी नुपूर शर्मा आणि हिंदू ऐक्यासाठी एक मोर्चा काढण्यासाठी प्रयत्न केला. मात्र पोलिसांनी या मोर्चेकऱ्यांना रोखले. यावेळी आंदोलकांनी सनातन सेवा संस्थानच्या लेटर पॅडवर एक पत्र देण्याचा प्रयत्न केला. मात्र त्यालाही पोलिसांनी नकार दिला. तसेच काही लोकांना ताब्यात घेतले. त्यानंतर पोलिसांनी या आंदोलकांना सोडून दिले.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"सोनिया आणि राहुल गांधी यांना खोट्या प्रकरणात अडकवण्याचे मोदी सरकारचे षडयंत्र', नाना पटोलेंचा घणाघात"," मुंबई - काँग्रेस अध्यक्षा सोनिया  गांधी व खा. राहुलजी गांधी यांच्याविरोधात केंद्रातील भाजपा सरकार राजकीय सुडबुद्धीने वागत आहे. विरोधकांचा आवाज दडपण्यासाठी केंद्रीय यंत्रणांचा सर्रास गैरवापर केला जात असून त्याचाच एक भाग म्हणून खोट्या प्रकरणात अडकवण्यासाठीच सोनिया  व राहुलजी यांना ईडीने नोटीस बजावली आहे. भाजपा सरकारच्या या हुकूमशाही वृत्तीचा विरोध करण्यासाठी १३ जूनला मुंबई आणि नागपूर येथील ईडीच्या कार्यालयासमोर धरणे आंदोलन केले जाणार असून या आंदोलनात काँग्रेस पक्षाचे ज्येष्ठ नेते व मंत्री सहभागी होणार आहेत, अशी माहिती महाराष्ट्र प्रदेश काँग्रेस कमिटीचे अध्यक्ष नाना पटोले यांनी दिली आहे.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"सोनिया आणि राहुल गांधी यांना खोट्या प्रकरणात अडकवण्याचे मोदी सरकारचे षडयंत्र', नाना पटोलेंचा घणाघात"," यासंदर्भात बोलताना काँग्रेस प्रदेशाध्यक्ष म्हणाले की, भारतीय जनता पक्षाचे केंद्रातील सरकार हे लोकशाही व संविधानाला पायदळी तुडवून काम करत आहे. सीबीआय, ईडी, इन्कम टॅक्स, एनसीबी यासारख्या केंद्रीय तपास यंत्रणांना मोदी सरकारने कळसुत्री बाहुल्या बनवले असून विरोधकांना नामोहरण करण्यासाठी त्यांचा गैरवापर केला जात आहे. देशभरातील विरोधी पक्षांच्या नेत्यांच्या घरावर धाडी टाकल्या जात आहेत, त्यांच्यावरच कारवाई केली जात आहे. काँग्रेस पक्ष सातत्याने भाजपाच्या जुलमी, अत्याचारी व मनमानी कारभाराच्या विरोधात आवाज उठवत आला आहे. तीन काळे कृषी कायदे, महागाई, बेरोजगारीच्या मुद्यावर भाजपा सरकारला काँग्रेसने रस्त्यावर उतरूनही जाब विचारला आहे. नुकतेच उदयपूर येथे काँग्रेस पक्षाचे नवसंकल्प शिबीर पार पडले या शिबिरातील काँग्रेस पक्षाचा उत्साह पाहून भाजपाला धडकी भरली असून आमच्या नेत्यांवर दबाव आणण्यासाठी खोटे प्रकरण रचून ईडीची नोटीस पाठवण्यात आली आहे. भाजपा सरकारच्या या कटकारस्थानाचा निषेध करण्यासाठी काँग्रेस पक्ष सोमवार १३ जून रोजी ईडीच्या कार्यासमोर धरणे आंदोलन करणार आहे. सोनिया गांधी व राहुलजी गांधी यांच्या पाठीशी महाराष्ट्र प्रदेश काँग्रेस खंबीरपणे उभी असून आम्ही मोदी सरकारच्या दडपशाहीला भीक घालणार नाही असे पटोले म्हणाले.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crude Oil: संपूर्ण जगात उडेल तेलाचा भडका, किमती तिपटीने वाढतील, पुतीन जगाला वेठीस धरण्याच्या तयारीत", मॉस्को - रशिया आणि युक्रेन यांच्यात सुरू असलेल्या युद्धामुळे जागतिक स्तरावर कच्च्या तेलाच्या किमती गगनाला भिडल्या आहेत. मात्र रशियाचे राष्ट्राध्यक्ष व्लादिमीर पुतीन यांनी उचललेल्या एका पावलामुळे खनिज तेलाच्या किमतीचा भडका उडण्याची शक्यता आहे. जागतिक विश्लेषक फर्म जेपी मॉर्गन चेस अँड कंपनीच्या विश्लेषकांनी जागतिक स्तरावर कच्च्या तेलाच्या किमती ३८० डॉलर प्रति बॅरलपर्यंत वाढण्याची शक्यता आहे.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Crude Oil: संपूर्ण जगात उडेल तेलाचा भडका, किमती तिपटीने वाढतील, पुतीन जगाला वेठीस धरण्याच्या तयारीत"," जी-७ देशांनी हल्लीच रशियाकडून कच्च्या तेलाच्या आयातीबाबत एक नवं धोरण ठरवलं होतं. त्यामध्ये रशियाकडून तेलाच्या आयातीला सशर्त मान्यता देण्यात येईल, असे ठरवण्यात आले. मात्र अट आहे की, या बदल्यात रशियाला देण्यात येणारी किमत आधी निश्चित केलेली असेल.जेपी मॉर्गनचे सांगतात की, जी-७ देशांचा हा निर्णय युक्रेन युद्धाबाबत पुतीन यांचया आर्थिक स्थितीवर घाव घालणारा होता. मात्र रशियाची आर्थिक स्थिती सध्यातरी मजबूत आहे.रिपोर्टनुसार इतर जगासाठी रशियाच्या या निर्णयाचे परिणाम खळबळजनक असू शकतात. कच्च्या तेलाच्या उत्पादनामध्ये दररोजच्या ३० लाख बॅरलच्या टंचाईमुळे लंडन बेंचमार्कवर तेलाची किंमत १९० डॉलर प्रति बॅरल पर्यंत पोहोचू शकते. तर कच्च्या तेलाचे उत्पादन ५० लाख बॅरल घटल्यास त्याची किंमत ३८० डॉलर प्रतिबॅरल पर्यंत जाऊ शकते.रिपोर्टनुसार अमेरिका आणि युरोपियन देशांच्या या निर्णयामुळे रशिया हा शांत बसणार नाही. तसेच त्यांच्याकडून बदला घेतला जाण्याची शक्यता आहे. जर रशियाने तेलाची निर्यात कमी करण्यासाठी उत्पादन कमी करण्याचा निर्णय घेतला तर त्यामुळे जगात खळबळ उडू शकते. मात्र सध्या तेलाच्या बाजाराचा कल हा रशियाच्या बाजूने आहे.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ट्रेस, ट्रॅक, टर्मिनेट, रशिया-युक्रेन युद्धातून धडा घेत चीन बनवतोय खतरनाक हत्यार, अमेरिकेची झोप उडाली, भारताची चिंता वाढली "," बीजिंग - एक छोटंसं ड्रोन एखाद्या बड्या लष्करी अधिकाऱ्याच्या गाडीवर गुपचूपपणे लक्ष्य साधतं आणि ती गाडी स्फोट होऊन उडते आणि त्यातील सर्व लोक मारले जातात. त्यानंतर काही सेकंदांमध्येच संपूर्ण जगाला या हल्ल्याचं व्हिडीओ चित्रिकरण त्या अधिकाऱ्यांच्या फोटोंसह मिळतं. असं दृश्य एखाद्या सायन्स फिक्शनमधी असल्याचं वाटू शकतं, पण हे आता सत्यात उतरू शकतं.अशा हल्ल्यामुळे शत्रुसैन्य आणि त्या देशाच्या मनोधैर्याला मोठा धक्का बसू शकतो. रशिया आणि युक्रेन यांच्यातील हल्ल्याची बारकाईने पाहणी करत असलेल्या चीनने आता आपल्या सैन्यासाठी असेच स्मार्ट ड्रोन विकसित करण्याची तयारी केली आहे. हे ड्रोन आर्टिफिशियल इंटेलिजन्सच्या मदतीनी वरिष्ठ अधिकाऱ्यांना ट्रॅक करेल आणि नंतर त्यांची हत्या करेल.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ट्रेस, ट्रॅक, टर्मिनेट, रशिया-युक्रेन युद्धातून धडा घेत चीन बनवतोय खतरनाक हत्यार, अमेरिकेची झोप उडाली, भारताची चिंता वाढली ", रशिया आणि युक्रेन यांच्यात तीन महिन्यांपासून लांबलेल्या युद्धापासून चीनने चांगलाच धडा घेतला आहे. या युद्धात महासत्ता असलेल्या रशियाला किरकोळ युक्रेनने कडवी झुंज दिली आहे. युक्रेनच्या सैन्यबलामध्ये सर्वात मोठा वाटा हा त्यांना तुर्की आणि अमेरिकेकडून मिळालेल्या ड्रोनचा आहे.युद्धाच्या सुरुवातीच्या दिवसांमध्ये जेव्हा रशिया आणि युक्रेनची लढाऊ विमानं जेव्हा आमने-सामने याचची तेव्हा अमेरिकी ड्रोन रशियन विमानांवर लक्ष ठेवायचे आणि त्याची अचूक माहिती युक्रेनला द्यायचे. त्यामुळे युक्रेनला अचूक हल्ले करणे शक्य झाले. यादरम्यान ड्रोनच्या मदतीने युक्रेनने अनेक बड्या कमांडर्सना वेचून वेचून ठार केले.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ट्रेस, ट्रॅक, टर्मिनेट, रशिया-युक्रेन युद्धातून धडा घेत चीन बनवतोय खतरनाक हत्यार, अमेरिकेची झोप उडाली, भारताची चिंता वाढली "," दरम्यान, चीन सध्या तैवानसोबतच्या विवादामुळे तणावाच्या स्थितीमध्ये आहे. तसेच तैवानसोबत संघर्षाला तोंड फुटल्यास अमेरिका लष्करी हस्तक्षेप करेल, अशी चीनला शंका आहे. दरम्यान, रशियन सैन्याला होत असलेल्या लक्षणीय नुकसानामुळे चीन सावध झाला असून, परिस्थितीचं आकलन करत आहे. तसेच आपलं नुकसान टाळण्यासाठी चीन सावधपणे पावलं उचलत आहे.तज्ज्ञांच्या मते चीन येणाऱ्या दिवसांमध्ये अत्याधुनिक ड्रोन सिस्टिम विकसित करण्यावर वेगाने काम करत आहे. सध्या चीनकडे जे ड्रोन आहेत, त्यांच्यामाध्यमातून युक्रेनच्या सैन्याने अमेरिकेच्या मदतीने रशियाविरोधात केली त्याप्रमाणे कारवाई करता येत नाही. त्यामुळे चीन असे ड्रोन विकसित करण्यावर काम करत आहे. जे सोशल मीडियावरील फोटोच्या आधारावर त्वरित कुठल्याही अधिकाऱ्याला ओळखू शकेल. तसेच त्यांच्या हालचालींवर लक्ष ठेवू शकेल.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"रशिया-युक्रेन युद्ध सुरू असतानाच पुतिन यांच्या 'गर्लफ्रेंड'चा सन्मान, टीव्हीनं ऑन एअर केला जिम्नॅस्टिक प्रोग्रॅम!","न्यूयॉर्क पोस्टने दिलेल्या वृत्तानुसार, 'फेस्टिव्हल अलिना' नावाचा हा कार्यक्रम गेल्या महिन्यात ऑलिम्पिक चॅम्पियनच्या वतीने आयोजित करण्यात आला होता. मात्र बुधवारी रशिया-1 वाहिनीवर त्याचा प्रीमियर झाला. या कार्यक्रमाचा एक व्हिडिओ सोशल मीडियावर जबरदस्त व्हायरल होत आहे. रशिया-युक्रेन युद्ध सुरू असतानाच पुतिन यांच्या 'गर्लफ्रेंड'चा सन्मान, टीव्हीनं ऑन एअर केला जिम्नॅस्टिक प्रोग्रॅम!युक्रेनसोबत युद्ध सुरू असतानाच, रशियाच्या सरकारी टीव्ही चॅनेलने बुधवारी राष्ट्रपती व्लादिमीर पुतिन यांची कथित गर्लफ्रेंड अलिना काबएव्हा हिच्या सन्मानार्थ एका जिम्नॅस्टिक महोत्सवाचा कार्यक्रमाचे प्रसारण केले. विशेष म्हणजे रशिया-युक्रेन युद्धाच्या 100 व्या दिवशीच हा कार्यक्रम प्रसारित करण्यात आला आहे.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"रशिया-युक्रेन युद्ध सुरू असतानाच पुतिन यांच्या 'गर्लफ्रेंड'चा सन्मान, टीव्हीनं ऑन एअर केला जिम्नॅस्टिक प्रोग्रॅम!"," न्यूयॉर्क पोस्टने दिलेल्या वृत्तानुसार, 'फेस्टिव्हल अलिना' नावाचा हा कार्यक्रम गेल्या महिन्यात ऑलिम्पिक चॅम्पियनच्या वतीने आयोजित करण्यात आला होता. मात्र बुधवारी रशिया-1 वाहिनीवर त्याचा प्रीमियर झाला. या कार्यक्रमाचा एक व्हिडिओ सोशल मीडियावर जबरदस्त व्हायरल होत आहे. या फेस्टिव्हलच्या आयोजनात लष्करी गाणे वाजवण्यात आले. तसेच या कार्यक्रमात सहभागी असलेल्या जिम्नॅस्ट्सनी लाल रंगाचा पोशाख परिधान केलेला होता, असे सोशल मीडियावर शेअर करण्यात आलेल्या या व्हिडिओत म्हणण्यात आले आहे. दरम्यान, गेल्या काही महिन्यांत मॉस्कोमध्ये आयोजित होणारा हा दुसरा अलिना महोत्सव असल्याचे दिसते, असे न्यूजवीकने दिलेल्या वृत्तात म्हणण्यात आले आहे.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
" Russia-Ukraine War: 'रशियाने 2 लाख मुलांना बंदी बनवले', युक्रेनचे राष्ट्राध्यक्ष वोलोडिमिर जेलेन्स्कींचा गंभीर आरोप"," Russia Ukraine Conflict: गेल्या शंभर दिवसांपासून रशिया-युक्रेन यांच्यात युद्ध सुरू आहे. या युद्धात हजारो सैनिक आणि नागरिकांचा मृत्यू झालाय. दरम्यान, युक्रेनने आता रशियावर एक गंभीर आरोप केला आहे. युक्रेनचे अध्यक्ष वोलोडिमिर जेलेन्स्की यांनी बुधवारी दावा केला की, रशियाने हजारो युक्रेनियन नागरिकांना बंदी बनवून रशियात नेले आहे. यात 2,00,000 मुलांचा समावेश आहे.जेलेन्स्कीच्या आरोपानुसार, बंदी बनवलेल्या मुलांमध्ये अनाथाश्रमातील मुले, पालकांसोबत असलेली मुले आणि कुटुंबापासून विभक्त झालेली मुले यांचा समावेश आहे. या गुन्हेगारी धोरणाचे उद्दिष्ट फक्त लोकांना पळवणे नाही, तर त्यांच्या हृदयातून युक्रेनला पुसून टाकणे आहे, असा आरोपही जेलेन्स्कींनी केला. ते बुधवारी आंतरराष्ट्रीय बाल दिनाच्या कार्यक्रमात बोलत होते.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
